distance_km,weight_kg,priority_encoded,hour_of_day,day_of_week,traffic_factor,weather_score,driver_experience_days,is_rush_hour,zone_density,is_delayed,delay_minutes
9.17,12.8,0,12,0,0.59,1.0,740,0,0.48,0,0
9.61,9.7,1,5,4,0.95,0.02,22,0,0.53,1,20.1
16.28,13.6,0,18,2,1.48,0.03,375,1,0.75,1,10.5
12.83,5.2,1,21,3,0.77,0.03,183,0,0.93,0,0
16.41,13.3,1,19,6,1.45,0.34,96,1,0.47,1,20.3
19.04,8.4,1,14,2,0.86,0.91,174,0,0.14,1,27.7
3.46,11.9,1,5,0,0.92,0.89,724,0,0.74,0,0
38.67,5.6,1,20,2,1.51,0.9,100,1,0.65,1,68.0
20.95,5.3,1,15,6,0.73,0.36,98,0,0.17,1,24.7
6.45,8.4,1,17,1,1.33,0.31,99,1,0.41,0,0
13.35,3.6,1,18,1,1.38,0.47,92,1,0.81,1,37.3
8.43,13.3,0,17,0,2.06,0.97,21,1,0.49,1,46.7
26.16,1.2,0,20,0,1.88,0.36,92,1,0.64,1,47.0
7.51,9.6,1,6,3,0.99,0.68,40,0,0.22,0,0
17.07,13.1,1,19,3,1.19,0.46,24,1,0.42,1,33.2
14.05,5.0,2,10,6,1.77,0.28,176,1,0.84,1,21.8
7.8,7.1,0,7,0,0.68,0.47,174,0,0.81,0,0
21.31,2.4,0,17,5,1.26,0.26,188,1,0.48,1,0
19.8,5.5,1,5,4,0.84,0.82,358,0,0.79,0,0
3.56,1.1,1,0,1,0.72,0.42,82,0,0.86,0,0
3.93,7.7,2,17,2,1.77,0.24,22,1,0.15,1,23.3
5.77,6.4,0,16,0,0.78,0.3,358,0,0.73,0,0
5.03,3.3,0,9,6,1.38,0.01,26,1,0.85,1,13.2
15.28,3.7,2,16,6,0.9,0.84,190,0,0.96,1,11.4
7.56,3.2,0,20,5,1.94,0.12,177,1,0.36,0,0
28.53,14.2,1,18,6,1.26,0.44,90,1,0.9,1,28.2
13.52,5.9,0,18,2,1.97,0.54,20,1,0.87,1,56.7
12.66,13.2,1,14,2,0.75,0.8,730,0,0.53,0,0
4.73,10.7,2,10,4,1.23,0.2,83,1,0.92,1,11.4
3.84,4.6,0,14,1,0.82,0.85,187,0,0.66,0,0
17.07,11.2,1,10,0,1.47,0.21,20,1,0.56,1,45.5
7.51,3.9,0,18,2,1.82,0.52,372,1,0.41,0,0
12.66,10.6,1,19,1,1.53,0.23,736,1,0.46,1,9.6
14.39,1.3,1,19,3,1.99,0.63,189,1,0.84,1,39.6
12.87,7.3,0,12,0,0.64,0.01,726,0,0.64,0,0
21.25,5.9,1,18,4,1.19,0.45,738,1,0.76,1,33.8
9.96,1.5,1,18,2,1.78,0.81,91,1,0.21,1,42.8
14.33,12.1,1,5,3,0.77,0.84,190,0,0.98,0,0
14.18,9.0,2,13,4,0.57,0.36,735,0,0.79,0,0
23.56,5.1,0,10,5,1.66,0.26,739,1,0.15,1,26.5
4.73,10.5,1,18,6,1.52,0.96,371,1,0.89,0,0
23.72,5.8,1,20,5,1.44,0.34,361,1,0.77,1,28.4
11.82,5.3,0,18,2,1.68,0.57,27,1,0.18,1,18.4
19.05,13.8,0,16,4,0.78,0.46,170,0,0.11,1,18.1
5.03,13.5,2,16,5,0.75,0.62,190,0,0.65,0,0
12.67,9.4,1,16,3,0.66,0.2,87,0,0.14,1,26.8
6.45,8.8,1,17,6,1.91,0.47,720,1,0.51,0,0
19.8,11.0,1,23,3,0.92,0.38,87,0,0.87,1,46.1
15.01,7.6,1,16,4,0.68,0.24,87,0,0.59,0,0
18.11,8.9,1,14,2,0.67,0.84,91,0,0.51,1,32.4
28.39,13.3,1,20,0,1.69,0.61,369,1,0.4,1,52.4
12.87,10.2,1,8,3,1.94,0.11,80,1,0.38,1,10.8
12.83,5.2,0,10,4,1.7,0.25,372,1,1.0,1,40.3
20.19,3.5,1,18,2,1.3,0.66,178,1,0.51,1,21.2
33.07,10.6,1,13,6,0.81,0.59,90,0,0.76,1,52.0
9.71,1.6,0,6,0,0.78,0.16,364,0,0.13,0,0
20.95,10.6,1,13,6,0.61,0.21,372,0,0.14,1,39.8
16.28,13.0,1,19,1,1.3,0.46,20,1,0.63,1,29.2
21.25,9.9,1,8,6,0.96,0.82,179,1,0.7,1,37.4
7.34,4.1,2,17,3,1.87,0.25,356,1,0.17,1,25.2
19.8,3.6,0,22,1,0.76,0.05,92,0,0.22,1,35.9
18.84,10.4,1,7,2,0.84,0.95,99,0,0.53,0,0
28.53,8.6,0,18,6,1.56,0.8,736,1,0.42,1,67.7
8.87,11.0,0,13,0,0.66,0.61,364,0,0.65,0,0
8.8,7.6,2,20,5,1.12,0.21,31,1,0.66,1,22.0
8.87,4.3,1,15,6,0.58,0.98,722,0,0.84,0,0
17.07,14.7,2,11,4,0.8,0.38,175,0,1.0,1,49.0
21.31,12.5,1,7,5,0.69,0.0,92,0,0.16,1,16.9
17.07,14.3,2,18,0,1.6,0.67,175,1,0.17,1,34.0
16.52,2.8,2,18,4,1.14,0.98,83,1,0.22,1,46.0
6.73,9.3,1,16,1,0.7,0.83,39,0,0.72,0,0
15.28,0.5,1,19,5,1.31,0.55,181,1,0.56,1,36.7
3.84,3.4,0,13,1,0.92,0.11,730,0,0.79,0,0
14.33,1.6,0,20,2,1.46,0.12,36,1,0.3,1,24.0
16.08,3.2,0,1,6,0.91,0.09,29,0,0.87,1,53.5
19.68,12.2,0,18,2,0.94,0.33,81,1,0.54,1,39.2
9.61,11.1,1,16,2,0.7,0.55,738,0,0.18,0,0
2.37,9.8,1,13,4,0.82,0.66,361,0,0.12,0,0
8.48,5.6,2,5,3,0.85,0.72,363,0,0.38,0,0
33.07,0.9,2,15,0,0.87,0.12,726,0,0.45,1,19.7
38.67,5.3,1,20,0,1.53,0.56,373,1,0.11,1,52.4
16.41,7.4,0,20,1,1.35,0.22,367,1,0.71,1,7.7
25.63,12.4,1,10,2,1.17,0.85,725,1,0.61,1,14.6
17.54,12.4,2,19,3,1.65,0.71,181,1,0.33,1,27.2
13.52,4.5,1,20,3,1.48,0.84,726,1,0.68,1,10.9
23.49,3.6,1,9,1,1.48,0.94,185,1,0.32,1,42.4
6.97,5.7,0,23,0,0.75,0.39,738,0,0.11,0,0
10.86,5.7,0,10,4,1.21,0.65,188,1,0.53,1,11.2
7.13,13.3,1,13,5,0.65,0.52,187,0,0.37,0,0
13.35,10.3,2,20,1,1.31,0.5,372,1,0.15,1,30.4
29.14,10.7,1,13,3,0.72,0.96,91,0,0.51,1,41.8
25.34,13.5,1,9,6,1.14,0.85,727,1,0.73,1,37.1
28.53,9.1,1,6,2,0.79,0.9,82,0,0.6,1,50.4
5.77,7.9,2,20,3,2.05,0.01,374,1,0.23,0,0
10.9,0.7,1,10,3,1.96,0.21,190,1,0.95,1,18.3
3.93,10.2,1,8,1,1.35,0.32,92,1,0.98,1,27.7
12.83,9.3,0,8,3,1.33,0.45,99,1,0.41,1,46.5
15.98,6.4,0,14,4,0.65,0.62,22,0,0.33,1,39.6
23.49,12.3,1,12,5,0.62,0.19,726,0,0.83,1,17.6
10.55,4.4,1,14,4,0.93,0.84,732,0,0.38,1,34.3
29.14,11.5,1,15,1,0.67,0.06,359,0,0.39,1,19.2
16.28,5.3,1,14,1,0.8,0.07,358,0,0.41,0,0
14.33,1.3,0,11,3,0.87,0.51,367,0,0.41,1,24.0
7.56,2.3,0,13,1,0.71,0.0,367,0,0.72,0,0
7.3,1.7,1,14,5,0.87,0.78,370,0,0.37,0,0
9.71,3.7,2,9,1,1.64,0.44,36,1,0.47,1,18.0
22.65,8.9,0,12,3,0.74,0.64,177,0,0.47,0,0
19.8,5.7,1,20,3,1.46,0.76,175,1,0.37,1,36.4
23.33,14.2,0,17,1,1.32,0.08,358,1,0.39,1,43.4
15.01,7.3,1,19,1,1.55,0.14,83,1,0.79,1,40.1
14.05,3.2,0,18,0,1.64,0.03,37,1,0.93,1,43.6
8.8,0.9,1,18,0,1.37,0.13,185,1,0.23,1,16.9
8.87,10.6,1,19,0,1.45,0.39,357,1,0.56,0,0
35.18,0.9,1,19,6,1.8,0.57,23,1,0.15,1,87.6
4.73,9.4,2,7,0,0.87,0.81,96,0,0.23,0,0
12.66,10.8,0,17,0,1.37,0.59,176,1,0.23,1,53.4
35.18,6.7,1,15,5,0.95,0.57,177,0,0.79,1,54.8
3.93,1.2,0,17,3,1.28,0.04,732,1,0.87,0,0
7.56,1.8,0,7,4,0.5,0.52,359,0,0.87,0,0
5.56,14.1,0,8,1,1.25,0.02,23,1,0.27,1,14.4
8.8,7.6,1,8,6,1.53,0.42,182,1,0.35,1,13.3
14.39,2.4,1,9,3,1.79,0.11,729,1,0.18,0,0
7.56,12.8,2,18,6,1.24,0.34,173,1,0.52,1,25.4
8.8,8.1,1,5,0,1.05,0.92,97,0,0.15,0,0
25.63,7.3,0,5,5,0.9,0.36,179,0,0.17,1,26.8
15.01,5.9,1,21,1,0.59,0.37,87,0,0.19,0,0
19.2,2.2,1,12,6,0.72,0.62,185,0,0.98,1,12.0
12.87,9.3,1,17,4,1.44,0.24,80,1,0.67,1,29.5
19.2,12.6,1,15,6,0.69,0.26,27,0,0.33,1,47.6
7.13,7.4,0,20,1,1.17,0.31,731,1,0.16,0,0
18.52,11.4,1,8,0,2.07,0.3,363,1,0.34,1,2.3
19.05,12.2,0,23,2,0.67,0.84,375,0,0.62,1,32.6
6.13,10.8,1,17,3,1.62,0.22,739,1,0.8,0,0
19.04,9.6,0,17,4,1.64,0.47,364,1,0.65,1,25.7
23.72,4.5,0,12,4,0.79,0.24,375,0,0.64,1,19.9
13.35,12.3,1,18,4,1.57,0.55,82,1,0.1,1,25.7
8.48,3.5,0,18,0,1.7,0.43,95,1,0.91,0,0
5.39,14.2,2,19,6,1.8,0.53,180,1,0.58,1,20.2
21.92,6.1,1,16,5,0.75,0.12,729,0,0.37,1,15.3
16.28,2.6,0,8,6,1.36,0.78,740,1,0.24,0,0
19.05,5.5,2,11,0,0.69,0.45,184,0,0.97,0,0
19.05,0.9,0,11,0,0.96,0.58,363,0,0.54,1,36.5
20.5,4.5,2,10,4,1.66,0.41,84,1,0.88,1,17.6
12.66,3.2,2,5,3,0.97,0.97,365,0,0.72,1,13.7
20.5,13.6,0,14,5,0.7,0.31,361,0,0.39,1,2.9
33.07,13.1,0,12,3,0.69,0.19,731,0,0.94,1,22.4
14.39,14.9,0,21,3,0.76,0.25,87,0,0.6,1,19.4
23.33,14.9,2,3,0,1.03,0.71,738,0,0.73,1,25.4
12.56,13.6,1,18,3,1.62,0.49,186,1,0.79,1,29.8
13.52,12.9,1,16,1,0.61,0.87,173,0,0.29,0,0
14.33,9.0,1,17,6,2.07,0.17,366,1,0.73,1,40.7
3.93,14.7,1,20,4,1.3,0.19,183,1,0.74,0,0
7.51,5.1,0,16,1,0.73,0.15,374,0,0.87,0,0
15.01,3.3,1,20,5,1.6,0.68,32,1,0.89,1,28.1
33.07,2.3,1,19,0,1.59,0.42,374,1,0.26,1,49.0
8.43,2.4,2,18,0,1.34,0.86,367,1,0.13,0,0
23.49,1.8,0,8,1,1.44,0.77,182,1,0.79,1,41.2
6.97,7.4,2,21,0,0.79,1.0,357,0,0.99,0,0
28.27,1.4,1,14,1,0.9,0.88,188,0,0.83,1,43.4
19.04,1.9,0,3,6,0.61,0.16,357,0,0.63,1,17.7
14.18,14.9,1,15,5,0.61,0.35,183,0,0.77,1,0
9.17,10.4,1,9,5,2.04,0.92,21,1,0.22,1,32.2
3.56,5.3,1,16,2,0.52,0.79,360,0,0.92,0,0
2.96,2.3,0,8,4,1.82,0.66,170,1,0.41,0,0
7.13,9.3,2,19,3,1.49,0.77,181,1,0.46,1,5.4
20.95,10.4,1,14,4,0.95,0.63,21,0,0.11,1,27.6
14.33,3.7,0,19,5,1.59,0.74,728,1,0.71,1,31.8
19.2,11.4,0,9,1,1.23,0.43,369,1,0.69,0,0
13.75,0.8,0,15,6,0.79,0.91,370,0,0.28,0,0
19.8,14.7,1,19,0,1.57,0.01,28,1,0.98,1,39.2
36.1,0.7,1,18,4,1.35,0.62,361,1,0.15,1,54.7
20.19,3.6,2,14,2,0.89,0.73,97,0,0.35,1,50.7
19.05,1.4,0,10,0,1.49,0.42,371,1,0.46,1,35.1
26.62,1.5,1,17,4,1.53,0.45,731,1,0.82,1,39.6
10.86,2.5,0,20,1,1.25,0.61,369,1,0.48,1,29.1
23.79,2.8,1,18,6,1.52,0.34,186,1,0.36,1,41.1
9.22,13.9,1,21,6,0.77,0.1,94,0,0.41,0,0
3.56,7.1,2,4,4,0.88,0.19,357,0,0.46,0,0
33.07,12.9,1,21,0,0.95,0.79,180,0,0.69,1,54.0
13.22,7.0,1,15,5,0.56,0.17,358,0,0.69,0,0
23.79,1.6,2,8,5,1.47,0.05,365,1,0.22,1,27.3
20.95,5.4,0,20,3,1.73,0.29,359,1,0.62,1,22.4
17.49,13.5,1,7,0,0.85,0.58,24,0,0.75,1,24.3
6.73,3.6,1,13,5,0.68,0.62,363,0,0.97,0,0
28.27,11.8,1,19,3,1.75,0.6,190,1,0.93,1,63.8
16.28,7.4,1,9,6,1.42,0.64,373,1,0.53,1,6.6
6.13,8.4,2,14,2,0.74,0.41,358,0,0.54,0,0
21.08,5.1,1,10,5,1.24,0.45,81,1,0.23,1,53.7
11.82,6.3,1,17,6,1.26,0.79,38,1,0.23,1,35.5
33.07,1.6,1,10,1,1.69,0.98,726,1,0.92,1,46.7
4.73,4.2,1,20,5,1.54,0.68,88,1,0.76,0,0
3.46,11.0,2,14,1,0.87,0.56,185,0,0.12,0,0
19.68,6.6,1,16,1,0.81,0.29,733,0,0.56,0,0
36.1,2.0,1,11,2,1.05,0.06,178,0,0.82,1,39.4
6.73,8.6,2,20,4,1.63,0.56,25,1,0.76,1,37.4
4.73,2.2,0,15,6,1.01,0.23,721,0,0.86,0,0
20.5,10.6,0,9,5,1.46,0.75,89,1,0.69,1,32.9
14.39,11.2,2,16,0,0.9,0.75,735,0,0.5,1,26.3
13.65,5.8,1,21,4,0.91,0.58,90,0,0.89,1,27.9
16.52,13.0,1,0,3,1.22,0.25,80,0,0.26,1,37.4
28.27,7.9,0,9,1,1.57,0.53,88,1,0.35,1,45.2
28.53,5.1,1,18,4,1.36,0.53,374,1,0.49,1,38.1
38.67,2.7,1,18,3,0.77,0.47,179,1,0.84,1,40.3
21.31,7.7,2,14,1,0.71,0.41,22,0,1.0,1,28.7
19.05,11.7,0,6,4,0.57,0.68,91,0,0.69,0,0
8.48,14.5,2,11,2,0.67,0.34,182,0,0.24,0,0
18.11,11.2,1,8,6,1.7,0.12,730,1,0.86,1,19.7
13.35,7.3,1,11,6,0.82,0.39,721,0,0.78,0,0
23.49,1.2,2,11,6,1.0,0.86,23,0,0.42,1,48.9
9.82,5.6,2,22,6,0.85,0.13,185,0,0.21,0,0
33.07,0.8,1,8,1,1.03,0.43,23,1,0.86,1,64.4
13.22,14.7,0,12,4,0.63,0.18,367,0,0.38,0,0
20.5,0.9,1,5,1,1.04,0.9,174,0,0.66,1,51.5
5.39,1.0,1,20,3,1.76,0.16,89,1,0.62,1,22.0
14.05,10.2,0,16,3,1.01,0.14,361,0,0.7,0,0
20.5,14.1,0,9,5,1.25,0.17,89,1,0.11,1,34.9
26.16,14.9,1,5,0,0.84,0.34,182,0,0.28,1,36.7
19.04,0.9,0,16,6,0.89,0.88,364,0,0.31,0,0
14.33,6.5,0,13,5,0.74,0.09,365,0,0.43,0,0
13.22,1.4,1,21,2,0.92,0.11,186,0,0.1,0,0
9.17,5.0,0,7,0,0.73,0.1,33,0,0.29,1,21.7
20.14,2.4,2,9,4,1.63,0.55,723,1,0.75,1,37.4
6.97,1.8,0,12,6,1.15,0.6,728,0,0.45,0,0
23.72,14.0,1,11,2,0.83,0.9,364,0,0.27,0,0
6.13,13.1,0,9,1,1.36,0.94,98,1,0.98,1,36.2
15.98,13.0,2,17,1,1.39,0.13,177,1,0.43,1,36.8
35.18,13.2,0,7,3,0.88,0.18,368,0,0.68,1,24.7
33.07,12.0,2,8,0,1.22,0.45,31,1,0.92,1,72.9
10.55,13.9,1,8,6,1.85,0.63,362,1,0.19,0,0
12.11,10.0,1,22,1,0.74,0.25,30,0,0.28,1,27.8
24.41,3.4,2,17,1,1.36,0.49,363,1,0.52,1,39.3
23.79,13.5,0,14,4,0.92,0.61,365,0,0.98,1,30.2
23.49,10.9,1,20,1,1.93,0.21,88,1,0.4,1,66.9
29.14,0.6,1,15,2,0.65,0.9,32,0,0.88,1,32.5
9.17,10.8,0,17,3,1.85,0.69,85,1,0.67,1,39.7
6.13,13.5,0,16,6,0.81,0.74,176,0,0.26,0,0
12.83,8.8,1,23,1,0.88,0.06,740,0,0.63,0,0
4.73,14.4,0,12,2,0.71,0.83,188,0,0.17,0,0
6.45,4.6,2,8,3,1.73,0.12,372,1,0.97,0,0
5.06,1.7,1,13,4,0.73,0.97,174,0,0.4,0,0
21.25,9.0,0,22,2,1.01,0.49,364,0,0.12,1,32.7
10.86,10.6,0,19,3,1.49,0.92,729,1,0.2,1,9.2
15.01,6.8,0,6,5,0.71,0.66,187,0,0.53,0,0
23.72,2.1,1,19,5,1.69,0.18,359,1,0.32,1,27.2
23.72,6.3,1,16,2,0.76,0.16,90,0,0.43,1,45.2
35.18,7.6,0,0,3,0.83,0.54,369,0,0.72,1,32.8
13.35,8.5,2,18,2,1.39,0.6,99,1,0.69,1,16.7
9.61,13.2,2,3,2,0.84,0.49,95,0,0.46,1,24.1
20.5,5.9,0,3,0,0.98,0.98,364,0,0.78,1,20.5
23.56,11.0,1,9,0,1.63,0.09,729,1,0.67,1,23.4
21.25,2.2,0,1,3,0.65,0.97,182,0,0.85,1,42.6
15.28,6.3,1,22,5,0.55,0.34,357,0,0.97,0,0
14.33,13.1,1,14,0,0.95,0.14,723,0,0.48,0,0
12.87,4.6,0,8,5,1.49,0.21,371,1,0.58,0,0
12.56,14.9,2,23,5,0.65,0.18,21,0,0.55,0,0
23.56,7.5,1,20,6,1.39,0.77,99,1,0.72,1,51.9
25.63,7.8,0,9,5,1.39,0.24,83,1,0.53,1,36.7
5.77,10.8,1,9,1,1.5,0.17,355,1,0.26,0,0
14.33,8.6,0,18,2,0.85,0.12,362,1,0.5,0,0
31.39,9.6,1,17,6,1.61,0.55,356,1,0.37,1,41.3
28.39,11.6,1,18,6,1.21,0.58,372,1,0.2,1,26.1
20.19,7.7,0,22,4,0.76,0.38,187,0,0.69,1,19.2
12.66,5.8,0,5,2,0.47,0.81,180,0,0.26,1,25.0
13.52,0.8,2,18,5,1.37,0.44,83,1,0.89,1,49.8
15.01,5.0,0,18,2,1.57,0.62,728,1,0.92,1,10.9
20.19,1.8,1,5,0,0.62,0.02,182,0,0.89,1,42.3
23.72,1.7,0,7,4,0.86,0.63,357,0,0.48,1,42.1
15.01,11.5,0,10,1,2.07,0.87,374,1,0.22,1,53.1
26.62,13.4,0,15,5,0.77,0.61,37,0,0.58,1,46.7
21.25,13.5,1,8,3,0.96,0.28,721,1,0.12,1,41.6
7.56,14.0,2,9,5,1.58,0.18,375,1,0.7,0,0
23.72,7.3,0,18,6,1.22,0.17,734,1,0.26,1,30.5
22.5,4.4,0,17,3,1.93,0.39,185,1,0.44,1,58.6
19.8,14.8,1,18,3,1.08,0.14,740,1,0.59,1,27.4
10.9,7.1,2,18,1,1.44,0.42,171,1,0.93,0,0
33.07,1.1,2,10,2,0.72,0.07,27,1,0.26,1,47.9
13.52,10.9,0,12,2,0.96,0.21,97,0,0.94,0,0
17.49,3.2,2,14,3,0.77,0.88,177,0,0.78,1,40.2
18.11,11.9,1,1,3,0.66,0.68,178,0,0.4,0,0
7.13,13.6,0,12,2,0.92,0.72,27,0,0.93,0,0
28.39,1.0,2,3,3,0.72,0.58,357,0,0.43,1,13.0
15.01,3.4,1,9,2,1.51,0.21,184,1,0.66,1,19.0
10.31,1.0,2,16,0,0.81,0.59,734,0,0.76,0,0
26.16,14.1,2,6,5,1.12,0.18,369,0,0.77,1,24.0
12.87,6.6,1,23,0,0.85,0.61,730,0,0.85,0,0
35.18,6.2,1,19,6,1.51,0.67,725,1,0.41,1,44.0
14.33,1.6,1,18,6,1.77,0.78,367,1,0.37,1,43.3
8.87,8.5,1,9,1,1.6,0.45,90,1,0.34,1,10.7
25.63,1.8,0,13,1,0.56,0.46,98,0,0.23,1,32.2
2.96,8.4,1,12,5,0.81,0.04,27,0,0.93,0,0
16.28,8.8,1,9,6,0.9,0.21,374,1,0.59,0,0
9.96,7.7,2,15,0,0.88,0.45,100,0,0.96,0,0
33.07,11.7,2,6,0,0.85,0.62,82,0,0.86,1,38.1
9.96,9.6,0,10,5,1.91,0.08,177,1,0.81,0,0
8.48,3.3,0,20,2,1.07,0.25,27,1,0.87,1,24.6
8.48,1.0,1,10,2,1.52,0.78,374,1,0.52,0,0
7.3,1.3,1,2,5,0.84,0.23,38,0,0.56,0,0
23.56,8.9,2,23,5,1.02,0.0,374,0,0.83,0,0
9.96,5.1,1,9,3,1.77,0.64,170,1,0.74,1,11.1
15.01,7.7,0,16,3,0.79,0.56,373,0,0.4,0,0
21.08,3.1,2,6,1,0.72,0.29,186,0,0.41,0,0
17.49,6.6,2,0,2,0.62,0.19,734,0,0.36,1,28.9
17.54,0.9,1,15,6,0.58,0.12,375,0,0.66,0,0
20.19,5.5,1,10,0,1.39,0.55,90,1,0.17,1,39.4
17.49,10.8,1,13,0,0.82,0.78,98,0,0.81,1,23.5
14.18,3.2,1,12,3,0.77,0.51,735,0,0.63,0,0
26.1,13.4,1,11,0,0.62,0.41,81,0,0.63,1,20.9
19.8,12.5,1,18,0,1.2,0.65,728,1,0.14,1,37.8
28.53,8.3,2,21,6,0.57,0.72,366,0,0.84,1,27.1
17.49,12.5,1,15,1,0.74,0.36,94,0,0.92,1,24.4
13.75,1.3,1,16,2,0.48,0.95,738,0,0.41,0,0
17.54,10.5,1,11,4,0.79,0.24,35,0,0.65,1,33.9
9.96,14.1,0,9,4,1.59,0.91,38,1,0.24,1,45.9
20.5,8.1,1,12,1,0.82,0.82,731,0,0.23,0,0
18.11,12.6,0,20,0,1.73,0.78,95,1,0.71,1,51.9
13.75,11.6,0,17,2,1.52,0.12,92,1,0.86,1,54.8
13.65,8.1,2,7,2,0.74,0.31,83,0,0.9,1,30.8
18.84,12.5,1,8,3,1.74,0.03,375,1,0.89,1,23.1
23.33,3.5,2,11,5,0.87,1.0,96,0,0.12,1,54.7
38.67,11.3,0,14,3,0.68,0.76,355,0,0.71,1,27.2
2.96,9.8,0,17,1,1.44,0.51,30,1,0.36,1,23.9
5.77,11.6,1,19,4,1.45,0.14,25,1,0.8,1,33.1
16.08,10.3,0,15,6,0.84,0.14,174,0,0.11,1,28.7
26.1,5.3,0,12,5,0.91,0.04,174,0,0.15,1,26.9
9.22,7.1,2,17,1,1.5,0.06,81,1,0.2,1,37.7
12.67,6.2,0,7,3,0.85,0.3,81,0,0.21,0,0
19.05,6.7,2,20,6,1.95,0.07,81,1,0.14,1,35.2
9.96,9.8,1,9,3,1.57,0.57,369,1,0.34,0,0
11.82,9.0,0,7,5,0.71,0.66,176,0,0.82,0,0
17.07,3.4,2,14,1,0.81,0.89,355,0,0.45,0,0
5.39,7.1,1,17,2,1.34,0.36,83,1,0.82,0,0
20.95,9.6,1,9,2,1.16,0.48,724,1,0.11,1,34.4
38.67,7.2,0,5,0,1.14,0.43,731,0,0.26,1,57.2
22.5,11.2,2,10,3,1.47,0.69,727,1,0.55,1,31.2
9.22,1.3,1,22,3,0.78,0.3,362,0,0.89,0,0
7.3,5.0,1,11,2,0.78,0.95,30,0,0.36,0,0
19.8,6.0,2,11,1,0.64,0.98,99,0,0.66,1,39.6
11.82,5.1,2,18,3,1.57,0.63,188,1,0.11,1,42.6
7.3,8.8,0,4,4,0.87,0.11,374,0,0.14,0,0
23.72,1.7,1,6,5,0.7,0.39,373,0,0.27,0,0
35.18,1.5,1,18,2,1.86,0.68,88,1,0.78,1,63.5
12.67,3.8,0,9,1,1.98,0.19,732,1,0.55,0,0
5.77,6.3,1,12,2,0.83,0.69,721,0,0.94,0,0
20.19,13.9,1,18,5,0.88,0.04,732,1,0.32,1,33.7
15.04,1.2,0,12,3,0.73,0.57,180,0,0.93,1,23.5
24.41,14.5,0,18,6,1.1,0.25,91,1,0.86,1,37.6
14.33,8.1,0,18,5,1.49,0.63,177,1,0.15,0,0
23.79,5.0,1,23,6,0.99,0.86,33,0,0.98,1,45.2
20.5,10.4,0,20,1,1.85,0.02,173,1,0.85,1,45.3
23.79,4.5,1,19,5,1.38,0.74,91,1,0.67,1,44.7
5.03,5.9,1,10,1,1.96,0.49,85,1,0.46,1,24.1
10.9,5.7,1,2,4,0.75,0.93,356,0,1.0,0,0
9.96,8.1,1,13,6,0.93,0.0,374,0,0.77,0,0
16.28,10.7,1,8,5,1.57,0.83,180,1,0.88,1,27.3
16.05,0.5,2,13,5,0.97,0.28,375,0,0.95,0,0
19.05,0.5,0,12,1,0.9,0.55,40,0,0.96,1,40.7
19.05,12.5,2,18,3,1.49,0.22,186,1,0.58,1,20.0
5.77,7.2,1,13,2,0.88,0.96,734,0,0.93,0,0
5.06,4.1,1,7,5,1.02,0.9,86,0,0.25,0,0
10.9,6.5,1,8,5,1.67,0.62,26,1,0.53,1,63.0
35.18,11.7,1,2,2,0.91,0.33,375,0,0.29,0,0
7.3,4.4,1,17,6,1.77,0.32,189,1,0.74,1,27.2
23.79,6.5,1,4,5,0.94,0.58,368,0,0.19,1,26.6
20.5,8.7,1,7,3,0.85,0.86,171,0,0.45,1,22.8
13.65,9.6,2,18,5,1.52,0.33,360,1,0.27,1,32.4
26.1,9.6,0,12,1,0.74,0.72,355,0,0.82,1,27.7
19.68,12.6,1,17,5,1.68,0.73,178,1,0.21,1,34.9
9.71,2.0,0,20,1,1.57,0.51,36,1,0.86,1,44.6
6.73,8.9,0,14,4,1.05,0.64,375,0,0.91,0,0
20.14,6.7,1,13,3,0.66,0.57,99,0,0.2,1,40.5
12.11,13.1,1,18,2,1.06,0.23,177,1,0.21,0,0
29.14,8.6,1,16,6,1.09,0.19,363,0,0.22,1,9.4
13.35,5.1,1,9,2,2.18,0.4,720,1,0.13,1,52.8
21.92,13.2,1,17,5,1.62,0.04,357,1,0.76,1,44.9
13.35,13.6,1,9,3,1.72,0.63,730,1,0.14,0,0
13.22,12.3,1,14,2,0.53,0.38,356,0,0.92,0,0
16.28,0.8,1,8,2,0.99,0.7,738,1,0.5,0,0
9.22,4.0,1,15,3,0.52,0.92,720,0,0.18,0,0
18.84,10.3,1,15,6,0.55,0.6,32,0,0.28,0,0
21.92,10.6,0,11,0,0.71,0.64,358,0,0.74,0,0
4.73,14.6,1,21,4,1.02,0.15,369,0,0.9,0,0
9.71,13.1,2,14,0,0.76,0.16,186,0,0.73,0,0
21.31,7.8,0,4,3,0.54,0.94,94,0,0.65,1,9.7
15.01,4.4,2,10,1,0.86,0.34,189,1,0.51,1,36.6
10.31,4.1,1,7,1,0.84,0.79,88,0,0.53,1,36.7
7.3,8.8,0,21,3,1.22,0.42,372,0,0.64,0,0
17.49,9.8,1,11,3,0.98,0.87,375,0,0.72,0,0
12.87,5.9,1,7,0,0.86,0.96,98,0,0.76,1,23.4
26.16,1.5,2,5,6,0.59,0.76,369,0,0.13,0,0
14.18,8.1,2,15,6,1.21,0.79,27,0,0.8,1,34.5
7.13,1.8,2,18,0,1.12,0.2,94,1,0.36,0,0
16.08,4.0,1,9,3,1.59,0.99,375,1,0.88,1,9.5
28.53,11.4,0,16,6,1.16,0.27,738,0,0.82,1,5.9
9.82,5.0,1,8,2,1.17,0.12,33,1,0.19,1,55.0
